Enabled?,Guid,FeatureArea,Noisy?,API,BreakPointLocation
1,845E29A5-34A9-4195-A1BC-1E4B0FC9B484,PRF,0,ICorProfilerCallback::ClassUnloadStarted,clr!EEToProfInterfaceImpl::ClassUnloadStarted
1,DD3D8DDE-8725-461A-8CB4-1EA6228E827D,PRF,0,ICorProfilerCallback::COMClassicVTableCreated,clr!EEToProfInterfaceImpl::COMClassicVTableCreated
0,E1D5EF60-D381-46CC-8EB7-1F0F91502E38,PRF,0,ICorProfilerCallback::COMClassicVTableDestroyed,
1,0EEE6496-5D8E-41D4-B381-1F3DDDD4D069,PRF,0,ICorProfilerCallback::ExceptionCatcherEnter,clr!EEToProfInterfaceImpl::ExceptionCatcherEnter
1,0AFAE9FA-FAF7-40AE-A93D-1F538153DE32,PRF,0,ICorProfilerCallback::ExceptionCatcherLeave,clr!EEToProfInterfaceImpl::ExceptionCatcherLeave
0,9750784B-7980-4F98-BD0D-1FAB9FDDC9B4,PRF,0,ICorProfilerCallback::ExceptionCLRCatcherExecute,
0,5B1F0AF8-BD72-421B-9BBC-204F569420FB,PRF,0,ICorProfilerCallback::ExceptionCLRCatcherFound,
0,F0089391-732F-4281-A207-21A7090F4330,PRF,0,ICorProfilerCallback::ExceptionOSHandlerEnter,
0,37ED33CC-413D-48AA-BE96-21F39A95335A,PRF,0,ICorProfilerCallback::ExceptionOSHandlerLeave,
1,F2DC12EC-A860-476A-BA3F-227675BD648A,PRF,0,ICorProfilerCallback::ExceptionSearchCatcherFound,clr!EEToProfInterfaceImpl::ExceptionSearchCatcherFound
1,D8BF94D2-7A88-4328-BC53-235369023272,PRF,0,ICorProfilerCallback::ExceptionSearchFilterEnter,clr!EEToProfInterfaceImpl::ExceptionSearchFilterEnter
1,153E3DB0-5E2A-4238-A419-23A51F1E7FA5,PRF,0,ICorProfilerCallback::ExceptionSearchFilterLeave,clr!EEToProfInterfaceImpl::ExceptionSearchFilterLeave
1,FFC493B4-0537-4D2D-B462-23D3120782EB,PRF,0,ICorProfilerCallback::ExceptionSearchFunctionEnter,clr!EEToProfInterfaceImpl::ExceptionSearchFunctionEnter
1,7F89D07E-8D38-413C-B940-24B0B74DB6D3,PRF,0,ICorProfilerCallback::ExceptionSearchFunctionLeave,clr!EEToProfInterfaceImpl::ExceptionSearchFunctionLeave
1,60D8FF20-A6A5-4869-9015-24EC81C03E3F,PRF,0,ICorProfilerCallback::ExceptionThrown,clr!EEToProfInterfaceImpl::ExceptionThrown
1,6869D6DC-5A3B-4A44-A3DE-25BAC464D158,PRF,0,ICorProfilerCallback::ExceptionUnwindFinallyEnter,clr!EEToProfInterfaceImpl::ExceptionUnwindFinallyEnter
1,76F4D142-833E-4A81-B71D-26FBC7E99670,PRF,0,ICorProfilerCallback::ExceptionUnwindFinallyLeave,clr!EEToProfInterfaceImpl::ExceptionUnwindFinallyLeave
1,1B7EFC90-30D3-4647-BF1C-27191CCB4B6F,PRF,0,ICorProfilerCallback::ExceptionUnwindFunctionEnter,clr!EEToProfInterfaceImpl::ExceptionUnwindFunctionEnter
1,550D96B6-9BF0-492C-A733-275C033327BE,PRF,0,ICorProfilerCallback::ExceptionUnwindFunctionLeave,clr!EEToProfInterfaceImpl::ExceptionUnwindFunctionLeave
0,0E0D8CA8-7CC0-4BB7-8FD7-27A651B923C6,PRF,0,ICorProfilerCallback::FunctionUnloadStarted,
1,DA47B3C0-D666-4172-A51D-27E5788E554B,PRF,0,ICorProfilerCallback::Initialize,clr!EEToProfInterfaceImpl::Initialize
1,9DB4B284-871D-44B6-916A-27F0E16B459D,PRF,0,ICorProfilerCallback::JITCachedFunctionSearchFinished,clr!EEToProfInterfaceImpl::JITCachedFunctionSearchFinished
1,2E0B4513-1C84-4F40-8283-29E374400E88,PRF,0,ICorProfilerCallback::JITCachedFunctionSearchStarted,clr!EEToProfInterfaceImpl::JITCachedFunctionSearchStarted
1,6F7A3755-FE25-4E40-B6BB-2A02F8F82767,PRF,0,ICorProfilerCallback::JITCompilationFinished,clr!EEToProfInterfaceImpl::JITCompilationFinished
1,1EDD7A82-0931-4E4F-8D46-2A6793F46EB0,PRF,0,ICorProfilerCallback::JITCompilationStarted,clr!EEToProfInterfaceImpl::JITCompilationStarted
0,863BA5B6-2C20-40C7-B4E6-2AE2554BD888,PRF,0,ICorProfilerCallback::JITFunctionPitched,
1,169E898A-B847-4138-A82E-2AECFF142B54,PRF,0,ICorProfilerCallback::JITInlining,clr!EEToProfInterfaceImpl::JITInlining
1,0369A4D2-7385-414B-B4CE-2B5BDB9BE1BB,PRF,0,ICorProfilerCallback::ManagedToUnmanagedTransition,clr!EEToProfInterfaceImpl::ManagedToUnmanagedTransition
1,34CBC140-F454-49EF-9E15-2B65A3529807,PRF,0,ICorProfilerCallback::ModuleAttachedToAssembly,clr!EEToProfInterfaceImpl::ModuleAttachedToAssembly
1,87577058-732E-4414-8FDD-2BFA7236C139,PRF,0,ICorProfilerCallback::ModuleLoadFinished,clr!EEToProfInterfaceImpl::ModuleLoadFinished
1,E044B567-8842-4A09-86DB-2C5B79A42D51,PRF,0,ICorProfilerCallback::ModuleLoadStarted,clr!EEToProfInterfaceImpl::ModuleLoadStarted
1,F67F0026-6B37-4AD6-95BA-2CAF87DD32C1,PRF,0,ICorProfilerCallback::ModuleUnloadFinished,clr!EEToProfInterfaceImpl::ModuleUnloadFinished
1,AF55ED97-25AF-4A0A-8A9B-2CC5CCE54353,PRF,0,ICorProfilerCallback::ModuleUnloadStarted,clr!EEToProfInterfaceImpl::ModuleUnloadStarted
1,716F0956-6F54-4F42-B46B-2E7B54DCD9DA,PRF,0,ICorProfilerCallback::MovedReferences,clr!EEToProfInterfaceImpl::MovedReferences
1,5D29F60C-D3C1-45E6-AFCB-2E83897110FB,PRF,0,ICorProfilerCallback::ObjectAllocated,clr!EEToProfInterfaceImpl::ObjectAllocated
0,241B82E4-3AD3-4E78-95FF-2EF6C6F7D9F4,PRF,0,ICorProfilerCallback::ObjectReferences,
0,BAC2A854-2369-4272-81B7-2F3A6E07393C,PRF,0,ICorProfilerCallback::ObjectsAllocatedByClass,
1,68B2D8C1-6C96-4A9F-947C-2F3ACB3B3E7F,PRF,0,ICorProfilerCallback::RemotingClientInvocationFinished,clr!EEToProfInterfaceImpl::RemotingClientInvocationFinished
1,2CACD6C0-DDFE-429F-BB47-2F62FF69689C,PRF,0,ICorProfilerCallback::RemotingClientInvocationStarted,clr!EEToProfInterfaceImpl::RemotingClientInvocationStarted
1,121E0992-5476-4AB3-ACA6-2FB16DA3454B,PRF,0,ICorProfilerCallback::RemotingClientReceivingReply,clr!EEToProfInterfaceImpl::RemotingClientReceivingReply
1,D9143A42-1705-4F3B-8F07-2FFFE5278AEA,PRF,0,ICorProfilerCallback::RemotingClientSendingMessage,clr!EEToProfInterfaceImpl::RemotingClientSendingMessage
1,82A55929-B796-47BF-BFF6-30042578BA61,PRF,0,ICorProfilerCallback::RemotingServerInvocationReturned,clr!EEToProfInterfaceImpl::RemotingServerInvocationReturned
1,FDD4AEB3-D882-40DA-A45A-309F8C088668,PRF,0,ICorProfilerCallback::RemotingServerInvocationStarted,clr!EEToProfInterfaceImpl::RemotingServerInvocationStarted
1,FB995431-69AF-40B3-B7AF-30F1816F9928,PRF,0,ICorProfilerCallback::RemotingServerReceivingMessage,clr!EEToProfInterfaceImpl::RemotingServerReceivingMessage
1,DFC3B74D-FC0E-4656-A852-3101A4C2ED39,PRF,0,ICorProfilerCallback::RemotingServerSendingReply,clr!EEToProfInterfaceImpl::RemotingServerSendingReply
0,65D43D9A-122C-4E11-A8D4-319225D9DD2F,PRF,0,ICorProfilerCallback::RootReferences,
1,396A0125-D7C3-455A-9FDA-323A39701A0C,PRF,0,ICorProfilerCallback::RuntimeResumeFinished,clr!EEToProfInterfaceImpl::RuntimeResumeFinished
1,6E79FE27-8B96-4945-9B7C-324B3B86C2DA,PRF,0,ICorProfilerCallback::RuntimeResumeStarted,clr!EEToProfInterfaceImpl::RuntimeResumeStarted
1,AA082CE9-B295-434D-96E2-32638C3D8727,PRF,0,ICorProfilerCallback::RuntimeSuspendAborted,clr!EEToProfInterfaceImpl::RuntimeSuspendAborted
1,E92070EB-E800-4579-B0F1-32752F5921C7,PRF,0,ICorProfilerCallback::RuntimeSuspendFinished,clr!EEToProfInterfaceImpl::RuntimeSuspendFinished
1,7B06A87C-9E47-4EE9-A7F6-333F0C09310F,PRF,0,ICorProfilerCallback::RuntimeSuspendStarted,clr!EEToProfInterfaceImpl::RuntimeSuspendStarted
1,7525EE41-5225-443A-A92C-337816CEC08C,PRF,0,ICorProfilerCallback::RuntimeThreadResumed,clr!EEToProfInterfaceImpl::RuntimeThreadResumed
1,48C2DBBA-3A26-45BE-B2F0-33E9184E37D8,PRF,0,ICorProfilerCallback::RuntimeThreadSuspended,clr!EEToProfInterfaceImpl::RuntimeThreadSuspended
1,3908F932-25F3-4FF2-AC84-33E9200C174F,PRF,0,ICorProfilerCallback::Shutdown,clr!EEToProfInterfaceImpl::Shutdown
1,8B3E27F4-FD25-41AA-B190-33F1B6B9BA98,PRF,0,ICorProfilerCallback::ThreadAssignedToOSThread,clr!EEToProfInterfaceImpl::ThreadAssignedToOSThread
1,23C83E14-20C0-46E3-AA3E-34173D1B8AF9,PRF,0,ICorProfilerCallback::ThreadCreated,clr!EEToProfInterfaceImpl::ThreadCreated
1,6DE99784-875E-4BD4-9E99-3418CA11AF37,PRF,0,ICorProfilerCallback::ThreadDestroyed,clr!EEToProfInterfaceImpl::ThreadDestroyed
1,C4B74430-7AF0-45B5-BBB5-343ED90E0F51,PRF,0,ICorProfilerCallback::UnmanagedToManagedTransition,clr!EEToProfInterfaceImpl::UnmanagedToManagedTransition
1,E15BE3B0-387E-4D3C-B1D7-35CD39FE786D,PRF,0,ICorProfilerCallback2::FinalizeableObjectQueued,clr!EEToProfInterfaceImpl::FinalizeableObjectQueued
1,F760E2B1-E2D8-43B4-A2C1-35EC54F755F0,PRF,0,ICorProfilerCallback2::GarbageCollectionFinished,clr!EEToProfInterfaceImpl::GarbageCollectionFinished
1,2DF2B6C8-C295-4079-B109-365F7C4634A8,PRF,0,ICorProfilerCallback2::GarbageCollectionStarted,clr!EEToProfInterfaceImpl::GarbageCollectionStarted
1,FE042149-85C9-46D6-8E11-37B851A78761,PRF,0,ICorProfilerCallback2::HandleCreated,clr!EEToProfInterfaceImpl::HandleCreated
1,FB00B226-60C9-4270-BBDE-384FCED2B25D,PRF,0,ICorProfilerCallback2::HandleDestroyed,clr!EEToProfInterfaceImpl::HandleDestroyed
1,05579B02-6E29-469D-87A5-38521D109BE3,PRF,0,ICorProfilerCallback2::RootReferences2,clr!EEToProfInterfaceImpl::RootReferences2
0,37388230-2BF9-4B1D-A666-386955DD6787,PRF,0,ICorProfilerCallback2::SurvivingReferences,
1,18E0FAF7-51D4-463A-8936-38721568608A,PRF,0,ICorProfilerCallback2::ThreadNameChanged,clr!EEToProfInterfaceImpl::ThreadNameChanged
1,ABADD284-FF16-4F79-AC43-38E5A293C52F,PRF,0,ICorProfilerCallback3::InitializeForAttach,clr!EEToProfInterfaceImpl::InitializeForAttach
1,C622DEA1-469B-4151-9E85-38EE86543576,PRF,0,ICorProfilerCallback3::ProfilerAttachComplete,clr!EEToProfInterfaceImpl::ProfilerAttachComplete
1,6354E434-293B-49CD-943A-38FE3E003DBD,PRF,0,ICorProfilerCallback3::ProfilerDetachSucceeded,clr!EEToProfInterfaceImpl::ProfilerDetachSucceeded
1,8638A704-8243-47BF-986C-3907041C8A7D,PRF,0,ICorProfilerInfo::BeginInprocDebugging,clr!ProfToEEInterfaceImpl::BeginInprocDebugging
1,FAB1D4EA-7039-46B6-8FEA-394185949106,PRF,0,ICorProfilerInfo::EndInprocDebugging,clr!ProfToEEInterfaceImpl::EndInprocDebugging
1,C4AC948B-8527-4AA9-816E-39617D5CCEDE,PRF,0,ICorProfilerInfo::ForceGC,clr!ProfToEEInterfaceImpl::ForceGC
1,FF7E519C-63D8-4290-8E80-39F8702DCC6E,PRF,0,ICorProfilerInfo::GetAppDomainInfo,clr!ProfToEEInterfaceImpl::GetAppDomainInfo
1,DFC3A3C7-5888-4294-99DC-3A494556AF64,PRF,0,ICorProfilerInfo::GetAssemblyInfo,clr!ProfToEEInterfaceImpl::GetAssemblyInfo
1,F78F0E11-BBE2-4DEC-8962-3A65DC37D01D,PRF,0,ICorProfilerInfo::GetClassFromObject,clr!ProfToEEInterfaceImpl::GetClassFromObject
1,0D603681-3A59-41A5-AB12-3A73784FBBEE,PRF,0,ICorProfilerInfo::GetClassFromToken,clr!ProfToEEInterfaceImpl::GetClassFromToken
1,6F609208-4C91-4505-A329-3A81C19C6188,PRF,0,ICorProfilerInfo::GetClassIDInfo,clr!ProfToEEInterfaceImpl::GetClassIDInfo
1,68580227-6C0B-4E97-9755-3A8BC5839534,PRF,0,ICorProfilerInfo::GetCodeInfo,clr!ProfToEEInterfaceImpl::GetCodeInfo
1,8BF2D37B-A8A9-4EEC-A869-3AE495517F29,PRF,0,ICorProfilerInfo::GetCurrentThreadID,clr!ProfToEEInterfaceImpl::GetCurrentThreadID
1,3477449C-5266-40A4-908F-3B91C0D2A767,PRF,0,ICorProfilerInfo::GetEventMask,clr!ProfToEEInterfaceImpl::GetEventMask
1,53BC7768-074D-445C-A1A4-3BF17A5D2942,PRF,0,ICorProfilerInfo::GetFunctionFromIP,clr!ProfToEEInterfaceImpl::GetFunctionFromIP
1,0BB0FF1D-6A01-4275-B07F-3C9B94EAAE41,PRF,0,ICorProfilerInfo::GetFunctionFromToken,clr!ProfToEEInterfaceImpl::GetFunctionFromToken
1,F44EB3D6-2C35-4275-9F49-3D49E53C8B7D,PRF,0,ICorProfilerInfo::GetFunctionInfo,clr!ProfToEEInterfaceImpl::GetFunctionInfo
1,2F0ED23B-62F0-42A2-8EB8-3DC748B9321B,PRF,0,ICorProfilerInfo::GetHandleFromThread,clr!ProfToEEInterfaceImpl::GetHandleFromThread
1,B7A23CB0-6010-46B6-BD4C-3DD3E5FDA976,PRF,0,ICorProfilerInfo::GetILFunctionBody,clr!ProfToEEInterfaceImpl::GetILFunctionBody
1,B61DDEEA-C5D4-4275-BB50-3E768F624D2E,PRF,0,ICorProfilerInfo::GetILFunctionBodyAllocator,clr!ProfToEEInterfaceImpl::GetILFunctionBodyAllocator
1,A0F73EAD-673A-4B4B-81BA-3EBB2E0E64EB,PRF,0,ICorProfilerInfo::GetILToNativeMapping,clr!ProfToEEInterfaceImpl::GetILToNativeMapping
1,DDAD37D0-942D-4AF7-9BB2-3F0C1F831950,PRF,0,ICorProfilerInfo::GetInprocInspectionInterface,clr!ProfToEEInterfaceImpl::GetInprocInspectionInterface
1,86B12433-F221-4C67-AF8E-3F745534C69B,PRF,0,ICorProfilerInfo::GetInprocInspectionIThisThread,clr!ProfToEEInterfaceImpl::GetInprocInspectionIThisThread
1,4C0084F9-C1F5-4E6C-88B1-3F9B37C21F1C,PRF,0,ICorProfilerInfo::GetModuleInfo,clr!ProfToEEInterfaceImpl::GetModuleInfo
1,805E2F66-FA6D-4C90-9417-40021ECDCEF9,PRF,1,ICorProfilerInfo::GetModuleMetaData,clr!ProfToEEInterfaceImpl::GetModuleMetaData
1,9A0F910A-EA37-43AF-A8B0-4060EC52F023,PRF,0,ICorProfilerInfo::GetObjectSize,clr!ProfToEEInterfaceImpl::GetObjectSize
1,72E08D63-1B6F-44CD-A61B-4102015A6AAE,PRF,0,ICorProfilerInfo::GetThreadContext,clr!ProfToEEInterfaceImpl::GetThreadContext
1,333CAAA9-E4F9-4052-9ABD-41261424E338,PRF,0,ICorProfilerInfo::GetThreadInfo,clr!ProfToEEInterfaceImpl::GetThreadInfo
1,5E20DD61-3F25-48CD-B89D-420DB7F7844E,PRF,0,ICorProfilerInfo::GetTokenAndMetadataFromFunction,clr!ProfToEEInterfaceImpl::GetTokenAndMetadataFromFunction
1,F650486C-0ADA-4414-B8CD-421849992637,PRF,0,ICorProfilerInfo::IsArrayClass,clr!ProfToEEInterfaceImpl::IsArrayClass
1,2C1D19F9-8705-4D20-A967-423884BF89C2,PRF,0,ICorProfilerInfo::SetEnterLeaveFunctionHooks,clr!ProfToEEInterfaceImpl::SetEnterLeaveFunctionHooks
1,08D2C291-7732-4E8B-AE02-425C09ACA7A4,PRF,0,ICorProfilerInfo::SetEventMask,clr!ProfToEEInterfaceImpl::SetEventMask
1,CD0FA8E2-DE74-405E-B771-42CA855B8C83,PRF,0,ICorProfilerInfo::SetFunctionIDMapper,clr!ProfToEEInterfaceImpl::SetFunctionIDMapper
1,A69E608B-1052-4728-A02A-42CCB813D6F4,PRF,0,ICorProfilerInfo::SetFunctionReJIT,clr!ProfToEEInterfaceImpl::SetFunctionReJIT
1,FC6EDE39-EDB0-4AEE-ACAA-439460BD55FF,PRF,0,ICorProfilerInfo::SetILFunctionBody,clr!ProfToEEInterfaceImpl::SetILFunctionBody
1,66A7290E-E282-4AB9-9136-43B078457C29,PRF,0,ICorProfilerInfo::SetILInstrumentedCodeMap,clr!ProfToEEInterfaceImpl::SetILInstrumentedCodeMap
1,EF63DC5A-B1A8-4464-9915-456EE6FCFA3C,PRF,0,ICorProfilerInfo2::DoStackSnapshot,clr!ProfToEEInterfaceImpl::DoStackSnapshot
1,06F99CB5-9DF3-4372-AFEC-457FF3899BDB,PRF,0,ICorProfilerInfo2::EnumModuleFrozenObjects,clr!ProfToEEInterfaceImpl::EnumModuleFrozenObjects
1,4CE922CA-F8C5-42FC-BA5E-45F44CA1AA21,PRF,0,ICorProfilerInfo2::GetAppDomainStaticAddress,clr!ProfToEEInterfaceImpl::GetAppDomainStaticAddress
1,5A7D464D-BA42-405E-BEA8-460255E5CC75,PRF,0,ICorProfilerInfo2::GetArrayObjectInfo,clr!ProfToEEInterfaceImpl::GetArrayObjectInfo
1,CF192038-2266-4B51-864F-467A60F55DA2,PRF,0,ICorProfilerInfo2::GetBoxClassLayout,clr!ProfToEEInterfaceImpl::GetBoxClassLayout
1,A5658EF7-D0D0-4672-BE34-47D89824FBDE,PRF,0,ICorProfilerInfo2::GetClassFromTokenAndTypeArgs,clr!ProfToEEInterfaceImpl::GetClassFromTokenAndTypeArgs
1,3724975F-82FB-410B-9D22-4859CCA3E2CC,PRF,0,ICorProfilerInfo2::GetClassIDInfo2,clr!ProfToEEInterfaceImpl::GetClassIDInfo2
1,F7503708-BC44-4C0C-ACFA-4951FBAC8D38,PRF,0,ICorProfilerInfo2::GetClassLayout,clr!ProfToEEInterfaceImpl::GetClassLayout
1,56C6A030-5240-46D6-B283-49EFC93353B7,PRF,0,ICorProfilerInfo2::GetCodeInfo2,clr!ProfToEEInterfaceImpl::GetCodeInfo2
1,244DFFD7-C509-49D6-B1B5-4A2A91EF12A2,PRF,0,ICorProfilerInfo2::GetContextStaticAddress,clr!ProfToEEInterfaceImpl::GetContextStaticAddress
1,C8219ED6-5EE9-4FDE-81E5-4AC95D4E9702,PRF,0,ICorProfilerInfo2::GetFunctionFromTokenAndTypeArgs,clr!ProfToEEInterfaceImpl::GetFunctionFromTokenAndTypeArgs
1,B54E0D12-AC6F-4B27-96F6-4AD1BF04EE36,PRF,0,ICorProfilerInfo2::GetFunctionInfo2,clr!ProfToEEInterfaceImpl::GetFunctionInfo2
1,F942B8BE-C3E4-4C56-8B1E-4AE017D584B3,PRF,0,ICorProfilerInfo2::GetGenerationBounds,clr!ProfToEEInterfaceImpl::GetGenerationBounds
1,9D662AB4-38B1-4760-90E6-4AE0905D5934,PRF,0,ICorProfilerInfo2::GetNotifiedExceptionClauseInfo,clr!ProfToEEInterfaceImpl::GetNotifiedExceptionClauseInfo
1,52015B65-32FE-4322-8B96-4BA35FE74260,PRF,0,ICorProfilerInfo2::GetObjectGeneration,clr!ProfToEEInterfaceImpl::GetObjectGeneration
1,0A8BE4B1-6F23-4D12-91F2-4BFC5E7722B2,PRF,0,ICorProfilerInfo2::GetRVAStaticAddress,clr!ProfToEEInterfaceImpl::GetRVAStaticAddress
1,FB80E9DA-E400-46FA-B7AB-4C4102B8E91B,PRF,0,ICorProfilerInfo2::GetStaticFieldInfo,clr!ProfToEEInterfaceImpl::GetStaticFieldInfo
1,DE1749CA-9C62-451A-B759-4CFB13E78260,PRF,0,ICorProfilerInfo2::GetStringLayout,clr!ProfToEEInterfaceImpl::GetStringLayout
1,1486EB85-3590-4B46-A36C-4D1A408C6022,PRF,0,ICorProfilerInfo2::GetThreadAppDomain,clr!ProfToEEInterfaceImpl::GetThreadAppDomain
1,7369BC28-3C98-4E4A-AE88-4E0F01AB0826,PRF,0,ICorProfilerInfo2::GetThreadStaticAddress,clr!ProfToEEInterfaceImpl::GetThreadStaticAddress
1,13BC7251-03FD-4701-8547-4E1B95DEC7F0,PRF,0,ICorProfilerInfo2::SetEnterLeaveFunctionHooks2,clr!ProfToEEInterfaceImpl::SetEnterLeaveFunctionHooks2
1,2F059951-4124-48CA-AB41-4EA8AE7B8F49,PRF,0,ICorProfilerInfo3::EnumJITedFunctions,clr!ProfToEEInterfaceImpl::EnumJITedFunctions
1,D4B07B28-FDEB-40FF-8587-4F79EC34384B,PRF,0,ICorProfilerInfo3::EnumModules,clr!ProfToEEInterfaceImpl::EnumModules
1,97E55133-F52C-4A67-83C7-4F97970554E3,PRF,0,ICorProfilerInfo3::GetAppDomainsContainingModule,clr!ProfToEEInterfaceImpl::GetAppDomainsContainingModule
1,EA0CFF4F-6C8A-4850-8263-4FDB0939DB4D,PRF,0,ICorProfilerInfo3::GetFunctionEnter3Info,clr!ProfToEEInterfaceImpl::GetFunctionEnter3Info
1,0EE6BC48-EE0A-45EE-9E35-50477CB87751,PRF,0,ICorProfilerInfo3::GetFunctionLeave3Info,clr!ProfToEEInterfaceImpl::GetFunctionLeave3Info
1,83265253-41C3-4387-A1A4-50BFC6EE1DFA,PRF,0,ICorProfilerInfo3::GetFunctionTailcall3Info,clr!ProfToEEInterfaceImpl::GetFunctionTailcall3Info
1,84563546-A576-49E4-B403-50C07EE229FA,PRF,0,ICorProfilerInfo3::GetRuntimeInformation,clr!ProfToEEInterfaceImpl::GetRuntimeInformation
1,0A00BB1B-C96C-4C33-996B-5133F35129A0,PRF,0,ICorProfilerInfo3::GetStringLayout2,clr!ProfToEEInterfaceImpl::GetStringLayout2
1,00D452D9-EBE1-409E-A55E-51B48F879016,PRF,0,ICorProfilerInfo3::GetThreadStaticAddress2,clr!ProfToEEInterfaceImpl::GetThreadStaticAddress2
1,2714E52F-23CA-4EF9-A475-52386D16C201,PRF,0,ICorProfilerInfo3::RequestProfilerDetach,clr!ProfToEEInterfaceImpl::RequestProfilerDetach
1,4244FD7F-DCD7-4928-8DF1-5269B343EB76,PRF,0,ICorProfilerInfo3::SetEnterLeaveFunctionHooks3,clr!ProfToEEInterfaceImpl::SetEnterLeaveFunctionHooks3
1,5490EBF3-A22F-4B44-ABE0-531F99E71562,PRF,0,ICorProfilerInfo3::SetEnterLeaveFunctionHooks3WithInfo,clr!ProfToEEInterfaceImpl::SetEnterLeaveFunctionHooks3WithInfo
1,8EC8329C-451E-4D89-B1C0-53571E1BC36F,PRF,0,ICorProfilerInfo3::SetFunctionIDMapper2,clr!ProfToEEInterfaceImpl::SetFunctionIDMapper2
0,59C950DB-EA60-4A3B-BE1C-54A2F0BBD608,PRF,0,IMethodMalloc::Alloc,
0,C7B00F3C-3CE2-43F4-A89F-55539E493C99,PRF,0,IClrProfiling::AttachProfiler,
0,EB18E89D-D66C-49CA-83B6-556515D8681F,PRF,0,FunctionEnter,
0,60E72960-6ECB-455A-B170-557D9F4B7E83,PRF,0,FunctionEnter2,
0,BBE3B5F3-7409-42F0-A9C7-55CBE3EEDA0C,PRF,0,FunctionIDMapper,
0,B6C4F315-2B31-4462-AE4A-5604B4CACC94,PRF,0,FunctionIDMapper2,
0,868E1AE3-1447-4110-A866-577E8B9CA3FA,PRF,0,FunctionLeave,
0,FE8A6C22-B1C9-4082-A6CF-57EF3991F673,PRF,0,FunctionLeave2,
0,64DB4D34-A8E6-4F5D-BA45-58B84A5A4E17,PRF,0,FunctionTailcall,
0,053FE281-7AAE-44B3-8CA8-590DDD761E51,PRF,0,FunctionTailcall2,
0,B821EA15-B681-4372-92B9-5925B48AA243,PRF,0,StackSnapshotCallback,
0,05BFCFFF-4210-400E-ABB9-5935451E072A,PRF,0,FunctionEnter3,
0,E761317C-F310-4B0A-BB18-596ABFB4B7DB,PRF,0,FunctionLeave3,
0,61A764B7-3576-4178-8241-5997A63E182B,PRF,0,FunctionTailcall3,
0,34C59BFF-764B-4A6C-9ABC-59E9F0CFCC96,PRF,0,FunctionEnter3WithInfo,
0,8B2E1284-07DC-48AD-9CCB-5A7DD63BEBD5,PRF,0,FunctionLeave3WithInfo,
0,FA23A0B6-A3F1-48EA-BF4F-5AAB3F1936F7,PRF,0,FunctionTailcall3WithInfo,
0,73AE1F94-2157-4CF6-A8F5-5B3DAE57F895,HOSTING,0,IActionOnCLREvent::OnEvent,
0,CE6F84F6-0CE4-4EC5-AF02-5B4BA5BAD5EB,HOSTING,0,IApartmentCallback::DoCallback,
0,4FF02A30-580F-44E9-9AC6-5BC81FA637A6,HOSTING,0,IAppDomainBinding::OnAppDomain,
0,FA21274A-83C9-481C-ACEC-5BE2E54FE670,HOSTING,0,ICatalogServices::Autodone,
0,599E1DBA-9AD7-40DC-B335-5BEF3CC9F5C3,HOSTING,0,ICatalogServices::NotAutodone,
1,F06E26B5-6A93-4A67-8546-5C0127BABB2C,HOSTING,0,ICLRAssemblyIdentityManager::GetBindingIdentityFromFile,clr!CAssemblyIdentityManager::GetBindingIdentityFromFile
1,445ADF26-CB72-4A50-8CF1-5C0D053ED812,HOSTING,0,ICLRAssemblyIdentityManager::GetBindingIdentityFromStream,clr!CAssemblyIdentityManager::GetBindingIdentityFromStream
1,C5A99D35-40BD-4EBB-925B-5C78C060FB47,HOSTING,0,ICLRAssemblyIdentityManager::GetCLRAssemblyReferenceList,clr!CAssemblyIdentityManager::GetCLRAssemblyReferenceList
1,B1A4374B-4F58-4ADF-97EF-5C8C28844675,HOSTING,0,ICLRAssemblyIdentityManager::GetProbingAssembliesFromReference,clr!CAssemblyIdentityManager::GetProbingAssembliesFromReference
1,CA462F32-A968-47FA-AE69-5CC2450768C3,HOSTING,0,ICLRAssemblyIdentityManager::GetReferencedAssembliesFromFile,clr!CAssemblyIdentityManager::GetReferencedAssembliesFromFile
1,50AA0F94-2088-434E-B1DE-5D07157B2429,HOSTING,0,ICLRAssemblyIdentityManager::GetReferencedAssembliesFromStream,clr!CAssemblyIdentityManager::GetReferencedAssembliesFromStream
1,54CA35E9-E969-4634-8301-5D2218B9C7C0,HOSTING,0,ICLRAssemblyIdentityManager::IsStronglyNamed,clr!CAssemblyIdentityManager::IsStronglyNamed
1,08A05E30-9BF5-46F5-930F-5DB0C2AE5F1E,HOSTING,0,ICLRAssemblyReferenceList::IsAssemblyReferenceInList,clr!CAssemblyReferenceList::IsAssemblyReferenceInList
1,7D3CBE93-C25D-4836-8BF7-5E5557B6160B,HOSTING,0,ICLRAssemblyReferenceList::IsStringAssemblyReferenceInList,clr!CAssemblyReferenceList::IsStringAssemblyReferenceInList
1,42E4BCCE-08AE-4A3D-91B0-5E636DF8A5C2,HOSTING,0,ICLRControl::GetCLRManager,clr!CCorCLRControl::GetCLRManager
1,E0531E3D-7233-45F3-8E93-5F0FE5EFA5B6,HOSTING,0,ICLRControl::SetAppDomainManagerType,clr!CCorCLRControl::SetAppDomainManagerType
1,880730F4-66D4-4CC5-B62B-5FC5F5F8E18C,HOSTING,0,ICLRDebugManager::BeginConnection,clr!CCLRDebugManager::BeginConnection
